codigo,nombre,descripcion,categoria,subCategoria,costo,unidadMedida,proveedor,stockMinimo,valorCompra,valorVenta,stock,estado
4028,FILTRO ASFALTICO (RUBEROID) PESADO 10M,"Descripción del producto: Fieltro o cartón empapado en asfalto (conocido como Ruberoid), de alta densidad (pesado), vendido en rollos de 10 metros .

Beneficios: Aísla de la humedad y actúa como barrera de vapor. Proteja la estructura del techo antes de la colocación de la teja o chapa final.

Usos: Subcapa impermeable para techos inclinados (bajo tejas o chapas), o como aislante en paredes o pisos flotantes.",Ferretería,Aislantes,5663,Unidad,Victoria,1,1,13700,6,Activo
4029,FILTRO ASFALTICO (RUBEROID) PESADO 20M,"Descripción del producto: Mismo fieltro asfáltico (Ruberoid) pesado, en rollo de 20 metros .

Beneficios: Menos empalmes y mayor rendimiento por rollo para cubiertas medianas.

Usos: Aislamiento de cubiertas de techos medianos, galpones o garajes.",Ferretería,Aislantes,11462,Unidad,Victoria,1,1,27700,15,Activo
4030,FILTRO ASFALTICO (RUBEROID) PESADO 40M,"Descripción del producto: Mismo fieltro asfáltico (Ruberoid) pesado, en rollo de 40 metros .

Beneficios: Máxima economía y eficiencia para proyectos de gran superficie.

Usos: Uso industrial o en grandes obras de techado para subcapa protectora.",Ferretería,Aislantes,21711,Unidad,Victoria,1,1,52500,13,Activo
H0001,HERRAJE 6X6 BC66,"Descripción del producto: Soporte metálico diseñado para la fijación de postes de madera con escuadría de 6x6 pulgadas (aproximadamente 15x15 cm), generalmente un anclaje de base (Base Columna 6x6).

Beneficios: Proporciona un soporte estructural extremadamente sólido y evita el contacto directo del poste con el suelo o la humedad.

Usos: Fijación de pilares de gran tamaño en estructuras de carga como porches, decks elevados o casas de madera.",Ferretería,,7205,Unidad,CARLOS DIS,1,7205,15800,12,Activo
DIS003,HOJA SIERRA CIR/BREM 7.1/4 24D,"Descripción del producto: Disco o hoja para sierra circular de 7 1/4 pulgadas de diámetro, con 24 dientes (24D). Ideal para corte rápido.

Beneficios: El bajo número de dientes (24D) permite un corte rápido y agresivo, ideal para cortar a favor de la veta o madera gruesa .

Usos: Corte de maderas estructurales, tablones gruesos, madera húmeda y desbaste.",Ferretería,DISCOS,10376,Unidad,CARLOS DIS,1,10376,18300,2,Activo
DIS0004,HOJA SIERRA CIR/BREM 7.1/4 40D,"Descripción del producto: Disco o hoja para sierra circular de 7 1/4 pulgadas de diámetro, con 40 dientes (40D). Ideal para acabados.

Beneficios: El mayor número de dientes (40D) proporciona un corte más fino y limpio , reduciendo el astillado.

Usos: Corte transversal de maderas, contrachapados, melaminas o donde se requiera un acabado de calidad listo para ensamblar.",Ferretería,DISCOS,11772,Unidad,CARLOS DIS,1,11772,20700,5,Activo
LAN-001,LANA DE VIDRIO 50MM CAFIGLASS,"Descripción del producto: Material aislante térmico y acústico, fabricado con fibras de vidrio aglomeradas con resina. Espesor de 50 mm . Marca Cafiglass.

Beneficios: Excelente aislamiento térmico, reduciendo el consumo energético. Aislamiento acústico eficaz y resistencia al fuego.

Usos: Aislamiento de techos, cielorrasos, paredes internas y tabiques de durlock o madera.",Ferretería,LANA DE VIDRIO,93808,Unidad,RIO PICO,1,93808,120000,5,Activo
LIJA007,LIJA AL AGUA 80,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA003,LIJA AL AGUA GRANO 100,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,0.97,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA004,LIJA AL AGUA GRANO 120,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,0.95,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA005,LIJA AL AGUA GRANO 150,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,0.97,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA006,LIJA AL AGUA GRANO 180,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA008,LIJA AL AGUA GRANO 220,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA009,LIJA AL AGUA GRANO 240,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA008,LIJA AL AGUA GRANO 240,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA0010,LIJA AL AGUA GRANO 280,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA0011,LIJA AL AGUA GRANO 320,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA0012,LIJA AL AGUA GRANO 360,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
LIJA0013,LIJA AL AGUA GRANO 400,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,674,1140,50,Activo
L001,LIJA AL AGUA GRANO 60,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,1,Unidad,SZ SRL,50,674,1140,50,Activo
LIJA002,LIJA AL AGUA GRANO 80,"Descripción del producto: Hoja de papel abrasivo con soporte impermeable, diseñada para usar mojada (con agua o lubricantes).
Beneficios: Permite un lijado más limpio y sin obstrucciones (el agua arrastra el material lijado), logrando un acabado muy fino, especialmente en altos gramajes.

Usos:

Granos Gruesos (60-100): Eliminar imperfecciones severas y retirar pintura antigua.

Granos Medios (120-180): Prepare la superficie para la primera capa de acabado.

Granos Finos (220-400): Pulido final de lacas, masillas automotrices o acabados muy finos.",Ferretería,LIJAS,0.98,Unidad,SZ SRL,1,674,1140,50,Activo
DIS003,LIJA CIR/120,"Descripción del producto: Disco de lija circular diseñado para usar en lijadoras orbitales o roto-orbitales. 

Beneficios: Alta eficiencia en el lijado gracias al movimiento de la máquina. El formato circular es rápido y fácil de reemplazar.

Usos: Lijado de grandes superficies de madera, eliminación de barnices viejos y preparación de la superficie antes de pintar o teñir.",Ferretería,LIJAS,2578,Unidad,CARLOS DIS,1,2578,4500,20,Activo
DIS1,LIJA CIR/60,"Descripción del producto: Disco de lija circular diseñado para usar en lijadoras orbitales o roto-orbitales. 

Beneficios: Alta eficiencia en el lijado gracias al movimiento de la máquina. El formato circular es rápido y fácil de reemplazar.

Usos: Lijado de grandes superficies de madera, eliminación de barnices viejos y preparación de la superficie antes de pintar o teñir.",Ferretería,LIJAS,2777,Unidad,CARLOS DIS,1,2777,4900,40,Activo
DIS02,LIJA CIR/80,"Descripción del producto: Disco de lija circular diseñado para usar en lijadoras orbitales o roto-orbitales. 

Beneficios: Alta eficiencia en el lijado gracias al movimiento de la máquina. El formato circular es rápido y fácil de reemplazar.

Usos: Lijado de grandes superficies de madera, eliminación de barnices viejos y preparación de la superficie antes de pintar o teñir.",Ferretería,LIJAS,2578,Unidad,CARLOS DIS,1,2578,4500,20,Activo
LIJA0018,LIJA ROJA PARA MADERA  180,"Descripción del producto: Hoja o rollo de papel de lija con óxido de aluminio (color rojizo), diseñado específicamente para lijar madera en seco. 

Beneficios: Excelente durabilidad y resistencia a la obstrucción (""empaste"") al lijar madera en seco.

Usos:

Granos Gruesos (60-80): Desbaste y corrección de imperfecciones severas en madera.

Granos Medios (100-150): Lijado intermedio para suavizar la superficie.

Grano Fino (180): Lijado final antes de aplicar selladores o barnices.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,514,880,50,Activo
LIJA0015,LIJA ROJA PARA MADERA 100,"Descripción del producto: Hoja o rollo de papel de lija con óxido de aluminio (color rojizo), diseñado específicamente para lijar madera en seco. 

Beneficios: Excelente durabilidad y resistencia a la obstrucción (""empaste"") al lijar madera en seco.

Usos:

Granos Gruesos (60-80): Desbaste y corrección de imperfecciones severas en madera.

Granos Medios (100-150): Lijado intermedio para suavizar la superficie.

Grano Fino (180): Lijado final antes de aplicar selladores o barnices.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,514,880,50,Activo
LIJA0016,LIJA ROJA PARA MADERA 120,"Descripción del producto: Hoja o rollo de papel de lija con óxido de aluminio (color rojizo), diseñado específicamente para lijar madera en seco. 

Beneficios: Excelente durabilidad y resistencia a la obstrucción (""empaste"") al lijar madera en seco.

Usos:

Granos Gruesos (60-80): Desbaste y corrección de imperfecciones severas en madera.

Granos Medios (100-150): Lijado intermedio para suavizar la superficie.

Grano Fino (180): Lijado final antes de aplicar selladores o barnices.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,514,880,50,Activo
LIJA0017,LIJA ROJA PARA MADERA 150,"Descripción del producto: Hoja o rollo de papel de lija con óxido de aluminio (color rojizo), diseñado específicamente para lijar madera en seco. 

Beneficios: Excelente durabilidad y resistencia a la obstrucción (""empaste"") al lijar madera en seco.

Usos:

Granos Gruesos (60-80): Desbaste y corrección de imperfecciones severas en madera.

Granos Medios (100-150): Lijado intermedio para suavizar la superficie.

Grano Fino (180): Lijado final antes de aplicar selladores o barnices.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,514,880,50,Activo
LIJA0014,LIJA ROJA PARA MADERA 60,"Descripción del producto: Hoja o rollo de papel de lija con óxido de aluminio (color rojizo), diseñado específicamente para lijar madera en seco. 

Beneficios: Excelente durabilidad y resistencia a la obstrucción (""empaste"") al lijar madera en seco.

Usos:

Granos Gruesos (60-80): Desbaste y corrección de imperfecciones severas en madera.

Granos Medios (100-150): Lijado intermedio para suavizar la superficie.

Grano Fino (180): Lijado final antes de aplicar selladores o barnices.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,514,880,50,Activo
LIJA0014,LIJA ROJA PARA MADERA 80,"Descripción del producto: Hoja o rollo de papel de lija con óxido de aluminio (color rojizo), diseñado específicamente para lijar madera en seco. 

Beneficios: Excelente durabilidad y resistencia a la obstrucción (""empaste"") al lijar madera en seco.

Usos:

Granos Gruesos (60-80): Desbaste y corrección de imperfecciones severas en madera.

Granos Medios (100-150): Lijado intermedio para suavizar la superficie.

Grano Fino (180): Lijado final antes de aplicar selladores o barnices.",Ferretería,LIJAS,1,Unidad,SZ SRL,1,514,880,50,Activo
2005,MASCARA/CARRERA FOTOSENSIBLE 1/5000 SEGUNDOS,"Descripción del producto: Careta de soldadura electrónica que se oscurece automáticamente (fotosensible) al detectar el arco de soldadura en tan solo 1/5000 de segundo .

Beneficios: Protección constante de los ojos y la cara. La reacción ultrarrápida elimina la necesidad de subir y bajar la máscara manualmente.

Usos: Soldadura por arco eléctrico (MMA), TIG, MIG/MAG y otros procesos de soldadura que generan luz intensa.",Ferretería,Maquinas electricas,42608,Unidad,San nicolas,1,1,103100,1,Activo
4022,MEMBRANAS ASFÁLTICAS 15KG,nada,Ferretería,Membranas,22038,Unidad,Victoria,1,1,53300,,Activo
4023,MEMBRANAS ASFÁLTICAS 25KG,nada,Ferretería,Membranas,25477,Unidad,Victoria,1,1,61700,,Activo
4024,MEMBRANAS ASFÁLTICAS 35KG,"Descripción del producto: Manto impermeable prefabricado, compuesto por asfalto modificado y un refuerzo interno, con un peso aproximado de 35 kg por rollo.

Beneficios: Impermeabilización total de superficies. Alta durabilidad y resistencia a la intemperie.

Usos: Impermeabilización de techos planos, terrazas, losas y cimientos.",Ferretería,Membranas,29016,Unidad,Victoria,1,1,56100,8,Activo
P00012,MESA QUEBRACHO 2X1 (MEDIO DURMIENTE),NADA,Ferretería,Herrajes,1,Unidad,QUI-MERA,1,1,715000,,Activo
MECHA AC RAP 6 MM,Mecha AC. RPDO 6.75mm,"Descripción del producto: Broca o mecha helicoidal de acero de alta velocidad (Acero Rápido, HSS), diseñada para perforar metales. Diámetro de 6,75 mm .

Beneficios: Alta resistencia a la temperatura y al desgaste. Perfora acero, hierro, aluminio y otros metales con precisión.

Usos: Perforación de metales en talleres de herrería y mecánica, o para trabajos de precisión donde se requiere una medida específica.",Ferretería,MECHAS,1,Unidad,CARLOS DIS,1,2310,4100,9,Activo
4037,Metalizado 10MM SIMPLE espumax,"Descripción del producto: Aislante térmico compuesto por una capa de espuma de polietileno de 10 mm de espesor, recubierta en una de sus caras con una lámina de aluminio (metalizado).

Beneficios: Aislamiento térmico superior y barrera de vapor. El metalizado refleja el calor radiante.

Usos: Aislamiento térmico de techos (bajo chapa o teja) y paredes.",Ferretería,Aislantes,1,Unidad,Victoria,1,15333,38500,11,Activo
4038,Metalizado 5MM SIMPLE espumax,"Descripción del producto: Aislante térmico compuesto por una capa de espuma de polietileno de 5 mm de espesor, recubierta en una de sus caras con una lámina de aluminio (metalizado).

Beneficios: Opción más económica y fácil de instalar. Aísla y actúa como barrera de vapor.

Usos: Aislamiento de techos, pisos flotantes y como aislante ligero en muros.",Ferretería,Aislantes,1,Unidad,Victoria,1,7682,27500,19,Activo
N003,PENTA NATURAL 1L  SATINADO,"Descripción del producto: Acabado de protección para maderas (posiblemente impregnante o lasur) de color Natural (transparente) y acabado Satinado (semi-brillante). Presentado en 1 litro .

Beneficios: Penetra en la madera, protegiendo desde el interior. Resalta la veta de forma natural y permite que la madera respire (no forma película gruesa).

Usos: Protección y acabado de maderas exteriores e interiores: decks, pérgolas, ventanas, puertas.",Ferretería,,8177,Unidad,QUI-MERA,1,8177,12600,9,Activo
PEN001,PENTA NATURAL 4L STAIN,"Descripción del producto: Acabado de protección para maderas, color Natural , en formato de 4 litros . Es un ""Stain"" (tinte o lasur) de alta resistencia.

Beneficios: Protección duradera contra los rayos UV y la intemperie. Conserva el aspecto natural de la madera.

Usos: Grandes superficies exteriores como fachadas de madera, decks y cercas de jardín.",Ferretería,,30376,Unidad,QUI-MERA,1,30376,46800,3,Activo
P0001,PORTON QUEBRACHO 1 X 1 C/VISAGRA,NADA,Ferretería,Herrajes,1,Unidad,Global,1,1,165000,,Activo
P002,PORTON QUEBRACHO 1 X 1.20 C/VISAGRA,NADA,Ferretería,Herrajes,1,Unidad,Global,1,1,165000,,Activo
P0003,PORTON QUEBRACHO 3 X 1.50,NADA,Ferretería,Herrajes,1,Unidad,Global,1,1,385000,,Activo
6015,Penta Curador X 1 L,nada,Ferretería,Pintura,7761,Unidad,QUI-MERA,1,1,18800,,Activo
6017,Penta Curador X 10 L,nada,Ferretería,Pintura,61563,Unidad,QUI-MERA,1,1,149000,,Activo
6018,Penta Curador X 18 L,nada,Ferretería,Pintura,104261,Unidad,QUI-MERA,1,1,252300,,Activo
6016,Penta Curador X 4 L,"Descripción del producto: Impregnante protector de maderas de la marca Penta, con propiedades fungicidas e insecticidas. Presentado en 4 litros .

Beneficios: Protección preventiva y curativa contra el ataque de insectos y hongos. Ideal para la base antes de un acabado final.

Usos: Tratamiento de maderas de obra, estructuras portantes y postes en contacto con la humedad.",Ferretería,Pintura,26565,Unidad,QUI-MERA,1,1,64300,-1,Activo
6023,Pincel obra N10,nada,Ferretería,Pintura,1250,Unidad,QUI-MERA,1,1,3000,,Activo
6024,Pincel obra N15,"Descripción del producto: Pincel de cerdas de calidad media-alta, de tamaño estándar, para trabajos de pintura en construcción u obra. El N° 15 indica su tamaño.

Beneficios: Manejo cómodo y buena absorción de pintura. Diseñado para trabajo rudo en obra.

Usos: Aplicación de pinturas al agua o al aceite en superficies grandes o medianas de paredes, cielorrasos y maderas.",Ferretería,Pintura,1531,Unidad,QUI-MERA,1,1,3700,24,Activo
6025,Pincel obra N20,"Descripción del producto: Pincel de cerdas de calidad media-alta, de tamaño grande. El N° 20 indica su tamaño.

Beneficios: Mayor capacidad de carga de pintura y cobertura más rápida.

Usos: Aplicación de imprimaciones, selladores y pinturas en superficies extensas de obra.",Ferretería,Pintura,1977,Unidad,QUI-MERA,1,1,4800,12,Activo
6026,Pincel obra N25,"Descripción del producto: Pincel de cerdas de calidad media-alta, de tamaño muy grande. El N° 25 indica su tamaño.

Beneficios: Máxima rapidez en la aplicación. Ideal para pintar grandes áreas sin perder tiempo.

Usos: Enlucido de paredes o aplicación de curadores/protectores en estructuras grandes de madera.",Ferretería,Pintura,2731,Unidad,QUI-MERA,1,1,6600,12,Activo
6027,Pincel obra N30,nada,Ferretería,Pintura,3433,Unidad,QUI-MERA,1,1,8300,,Activo
2000,SIERRA CINCULAR 7” 1/4- 1400W SKILL,"Descripción del producto: Herramienta eléctrica (sierra circular de mano) con disco de 7 1/4 pulgadas de diámetro y un potente motor de 1400 Watts . Marca Skill.

Beneficios: Gran potencia para cortes rápidos en madera dura. El tamaño del disco es estándar y muy versátil.

Usos: Cortes rectos en tablas, tablones, contrachapados y cortes angulares en proyectos de carpintería y construcción.",Ferretería,Maquinas electricas,207889,Unidad,San nicolas,1,1,503100,1,Activo
2001,SIERRA CIRCULAR 7” 1/4 1600W MILWAUKE,"Descripción del producto: Herramienta eléctrica profesional (sierra circular de mano) con disco de 7 1/4 pulgadas y motor de 1600 Watts . Marca Milwaukee.

Beneficios: Máxima potencia y durabilidad para uso intensivo profesional. Ideal para maderas muy duras o para largas jornadas de trabajo.

Usos: Cortes en obra, carpintería industrial y trabajos que exigen un alto rendimiento y precisión.",Ferretería,Maquinas electricas,355517,Unidad,San nicolas,1,1,860400,1,Activo
SILC002,SILICONA BLANCA ,"Descripción del producto: Sellador elastómero de silicona (monocomponente), que cura al ambiente formando un sello flexible de color blanco .

Beneficios: Excelente resistencia a la humedad, hongos y altas temperaturas. Mantiene la elasticidad.

Usos: Sellado de juntas y uniones en baños, cocinas, sanitarios, ventanas o donde se requiera un acabado blanco estético y resistente a la humedad.",Ferretería,SILICONA,0.94,Unidad,SZ SRL,1,4167,6600,6,Activo
SILC003,SILICONA NEGRA,"Descripción del producto: Sellador elastómero de silicona (monocomponente), que cura al ambiente formando un sello flexible de color negro .

Beneficios: Proporciona un sellado hermético. El color negro es ideal para contrastar o disimular en ciertos materiales.

Usos: Sellado de vidrios ahumados, marcos de aluminio negro, juntas de motores o aplicaciones automotrices y herrería.",Ferretería,SILICONA,1,Unidad,SZ SRL,1,4167,6600,6,Activo
SILC001,SILICONA TRANSPARENTE,"Descripción del producto: Sellador elastómero de silicona (monocomponente), que cura al ambiente formando un sello flexible de color transparente .

Beneficios: Ofrece un sellado invisible, ideal para trabajos de alta estética.

Usos: Sellado de peceras, vidrios, mamparas de baño, uniones de mesadas de granito o cualquier material que requiera un sellado discreto e impermeable.",Ferretería,SILICONA,1,Unidad,SZ SRL,1,4167,6600,4,Activo
SILC004,SILICONA ZINGUERIA GRIS,"Descripción del producto: Sellador de silicona específicamente formulado para adherir y sellar metales, de color gris .

Beneficios: Gran adherencia a chapas y metales (zinguería). Resistencia a la intemperie ya los rayos UV.

Usos: Sellado de uniones en conductos de aire, canaletas, cumbreras, y todo tipo de trabajos de zinguería y techado.",Ferretería,SILICONA,1,Unidad,SZ SRL,1,5555,9500,6,Activo
GGG,TABLA TIMBO 1 X 6 X 4,NADA,Ferretería,Herrajes,1,Unidad,Global,1,1,30000,,Activo
2004,TALADRO 13MM C/ PERCUTOR 680W MILWAUKE,"Descripción del producto: Taladro eléctrico profesional con capacidad de mandril de 13 mm y función de percutor (golpe), motor de 680 Watts . Marca Milwaukee.

Beneficios: Versátil para perforar madera, metal y hormigón. La función de percusión permite trabajar en mampostería.

Usos: Perforación de paredes para fijaciones (tarugos), perforación de metales con brocas HSS y trabajos generales de carpintería y albañilería.",Ferretería,Maquinas electricas,110828,Unidad,San nicolas,1,1,268200,1,Activo
2003,TALADRO DE IMPACTO 13MM 750W BAROVO C/ MALETIN,"Descripción del producto: Taladro de impacto eléctrico con mandril de 13 mm , motor de 750 Watts y función de percusión. Marca Barovo. Incluye maletín .

Beneficios: Mayor potencia (750W) que el modelo de 680W, ideal para perforar hormigón. El maletín facilita el transporte y el almacenamiento.

Usos: Instalación de elementos pesados ​​en concreto, uso en obra y trabajos que requieren más fuerza de impacto.",Ferretería,Maquinas electricas,147481,Unidad,San nicolas,1,1,356900,1,Activo
TA/ESP,TARUGO ESPIGA 10,"Descripción del producto: Taco de plástico (tarugo) para anclaje en paredes sólidas o huecas, diseñado para ser usado con tornillos. Diámetro de 10 mm .

Beneficios: Gran capacidad de carga para fijaciones medianas a pesadas.

Usos: Colgar estantes, soportes de televisión, armarios de cocina y elementos que requieran un anclaje fuerte.",Ferretería,TARUGOS,16.99,Unidad,CARLOS DIS,1,17,100,258,Activo
TA/ESP 6,TARUGO ESPIGA 6,"Descripción del producto: Taco de plástico (tarugo) para anclaje en paredes sólidas o huecas. Diámetro de 6 mm .

Beneficios: Ideal para fijaciones ligeras y de bajo perfil.

Usos: Colgar cuadros, lámparas, barras de cortina y accesorios de baño.",Ferretería,TARUGOS,24,Unidad,CARLOS DIS,1,24,100,1000,Activo
TA/ESP,TARUGO ESPIGA 8,"Descripción del producto: Taco de plástico (tarugo) para anclaje en paredes sólidas o huecas. Diámetro de 8 mm .

Beneficios: El tamaño más versátil para fijaciones domésticas estándar.

Usos: Fijación de rieles, estanterías ligeras, cajas eléctricas y todo tipo de elementos de peso medio.",Ferretería,TARUGOS,19,Unidad,CARLOS DIS,1,19,100,42,Activo
T5X38,TIRAFONDO 5X38,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 5 mm y largo 38 mm .

Beneficios: Proporciona una sujeción muy fuerte y resistente al torque.

Usos: Fijación de bisagras y herrajes grandes a la madera, o uniones de maderas de 2 pulgadas (donde solo penetra 38 mm).",Ferretería,Tornillos,68,Unidad,CARLOS DIS,1,68,100,100,Activo
T5X50,TIRAFONDO 5X50,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 5 mm y largo 50 mm .

Beneficios: Sujeción profunda para maderas de espesor medio.

Usos: Armado de muebles y estructuras de madera que requieren una fijación firme.",Ferretería,Tornillos,79,Unidad,CARLOS DIS,1,79,100,120,Activo
T5X63,TIRAFONDO 5X63,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 5 mm y largo 63 mm .

Beneficios: Penetración más profunda, ideal para unir maderas gruesas.

Usos: Fijación de travesaños o de listas a vigas principales.",Ferretería,Tornillos,96,Unidad,CARLOS DIS,1,96,200,140,Activo
